Longitude	Latitude
-80.37847905409853	-0,879470174961353
-78.59250363370303	-0,2326028963698387
-78.5480146461517	-0,16220395028483
-79.88959784661971	-2,211881519330509
-79.91456961465462	-2,128981914018419
-80.42446113205744	-0,8382755280417726
-80.47669146069926	-1,0482134301370107
-79.94374388270353	-2,178066005532484
-78.4240687734786	-0,0234735238206571
-80.4613216862363	-1,0607729648682789
-78.45810495518488	-0,0623789164815069
-80.40326638638197	-1,0785077537495331
-78.59601916322502	0,0001952379649915
-78.60193115264762	-0,0380217151057067
-78.49864539570648	0,0095101987741471
-79.95029717405482	-2,177631798374293
-79.92791118249457	-2,187165220201135
-80.34414647004228	-1,0513499595998468
-78.5542492099548	0,0327778679784877
-80.37484046868138	-0,8024468849595392
-79.85500295186526	-2,103576046720619
-78.40385951154413	-0,1629341346080685
-79.92961626007224	-2,097303953893032
-78.45114564022248	-0,1159142338099778
-80.36705977817206	-0,5186217969768808
-78.40715073568926	0,0108195623618471
	-0,7903226820506039
	-1,1648682662187593
	-1,2775543355001078
	-0,0955385647887051
	-1,2239505747350763
